HSRating,ESL,HSProgram,SummerBeforeHS,SuccessScholarship,DualEnrollment,Gender,Race,HSRegion,TimeUntilFCE,CollegeRegion,MovedAfterHS,persistIndicator
-1,0,0,1,2,0,0,3,1,2.51612903,10,1,0
7,0,0,1,2,0,0,3,3,2.67741935,7,1,0
8,0,0,1,2,0,1,1,3,0.38709677,8,1,0
6,0,0,1,2,0,0,3,3,2.67741935,7,1,1
4,0,0,1,2,0,0,4,5,2.67741935,7,0,1
6,0,0,1,2,0,1,3,3,2.67741935,7,1,1
3,0,0,0,1,0,1,3,1,2.4516129,3,1,0
7,0,0,0,1,0,0,3,3,2.67741935,2,1,0
6,0,0,0,1,0,1,3,1,2.67741935,2,1,1
3,0,0,1,2,0,1,3,3,2.4516129,3,0,0
6,0,0,1,2,0,0,3,3,2.67741935,7,1,0
8,0,0,0,1,0,0,2,3,2.4516129,3,0,0
5,0,0,1,2,0,0,5,3,2.48387097,3,0,0
5,0,0,0,1,0,0,4,5,2.48387097,7,0,0
2,0,0,1,2,0,0,4,3,2.48387097,7,1,0
-1,0,0,1,2,0,1,4,3,4.32258065,6,1,0
5,0,0,1,2,0,0,4,3,2.48387097,3,0,0
5,0,0,1,2,0,0,3,3,2.48387097,7,1,0
